=== OVS Snapshot: post_tcp @ 2026-04-19T22:34:28,468237777-07:00 ===
--- agg1 ---
OFPST_FLOW reply (OF1.3) (xid=0x2): flags=[more]
 cookie=0x0, duration=4107.565s, table=0, n_packets=3012, n_bytes=180720, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=133.448s, table=0, n_packets=190102, n_bytes=8571288756, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.7,nw_dst=10.0.1.5,tp_src=41832,tp_dst=5001 actions=set_field:00:00:00:00:01:03->eth_dst,output:12
 cookie=0x0, duration=133.275s, table=0, n_packets=71313, n_bytes=4737854, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.206,nw_dst=10.0.0.208,tp_src=5001,tp_dst=42720 actions=set_field:00:00:00:00:00:d0->eth_dst,output:10
 cookie=0x0, duration=133.275s, table=0, n_packets=139008, n_bytes=6196795104, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.210,nw_dst=10.0.1.208,tp_src=57432,tp_dst=5001 actions=set_field:00:00:00:00:01:ce->eth_dst,output:21
 cookie=0x0, duration=133.275s, table=0, n_packets=74481, n_bytes=4929674, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.208,nw_dst=10.0.0.210,tp_src=5001,tp_dst=57432 actions=set_field:00:00:00:00:00:d2->eth_dst,output:10
 cookie=0x0, duration=133.256s, table=0, n_packets=155746, n_bytes=6908381364, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.214,nw_dst=10.0.1.212,tp_src=58220,tp_dst=5001 actions=set_field:00:00:00:00:01:d2->eth_dst,output:21
 cookie=0x0, duration=133.256s, table=0, n_packets=84689, n_bytes=5626774, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.212,nw_dst=10.0.0.214,tp_src=5001,tp_dst=58220 actions=set_field:00:00:00:00:00:d6->eth_dst,output:10
 cookie=0x0, duration=133.230s, table=0, n_packets=141713, n_bytes=6157416282, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.207,nw_dst=10.0.1.205,tp_src=37658,tp_dst=5001 actions=set_field:00:00:00:00:01:cb->eth_dst,output:21
 cookie=0x0, duration=133.230s, table=0, n_packets=72203, n_bytes=4778594, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.205,nw_dst=10.0.0.207,tp_src=5001,tp_dst=37658 actions=set_field:00:00:00:00:00:cf->eth_dst,output:10
 cookie=0x0, duration=133.210s, table=0, n_packets=135921, n_bytes=6290693002, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.209,nw_dst=10.0.1.207,tp_src=33598,tp_dst=5001 actions=set_field:00:00:00:00:01:cd->eth_dst,output:21
 cookie=0x0, duration=133.210s, table=0, n_packets=63545, n_bytes=4205314, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.207,nw_dst=10.0.0.209,tp_src=5001,tp_dst=33598 actions=set_field:00:00:00:00:00:d1->eth_dst,output:10
 cookie=0x0, duration=133.210s, table=0, n_packets=150338, n_bytes=6782626956, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.51,nw_dst=10.0.1.49,tp_src=40466,tp_dst=5001 actions=set_field:00:00:00:00:01:2f->eth_dst,output:14
 cookie=0x0, duration=133.210s, table=0, n_packets=86385, n_bytes=5709686, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.49,nw_dst=10.0.0.51,tp_src=5001,tp_dst=40466 actions=set_field:00:00:00:00:00:33->eth_dst,output:4
 cookie=0x0, duration=133.183s, table=0, n_packets=146319, n_bytes=6598632454, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.211,nw_dst=10.0.1.209,tp_src=35788,tp_dst=5001 actions=set_field:00:00:00:00:01:cf->eth_dst,output:21
 cookie=0x0, duration=133.183s, table=0, n_packets=77717, n_bytes=5141210, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.209,nw_dst=10.0.0.211,tp_src=5001,tp_dst=35788 actions=set_field:00:00:00:00:00:d3->eth_dst,output:10
 cookie=0x0, duration=133.182s, table=0, n_packets=139386, n_bytes=6558634724, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.80,nw_dst=10.0.1.78,tp_src=50578,tp_dst=5001 actions=set_field:00:00:00:00:01:4c->eth_dst,output:15
 cookie=0x0, duration=133.156s, table=0, n_packets=61630, n_bytes=4072288, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.78,nw_dst=10.0.0.80,tp_src=5001,tp_dst=50578 actions=set_field:00:00:00:00:00:50->eth_dst,output:5
 cookie=0x0, duration=133.156s, table=0, n_packets=153938, n_bytes=6778213356, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.215,nw_dst=10.0.1.213,tp_src=45534,tp_dst=5001 actions=set_field:00:00:00:00:01:d3->eth_dst,output:21
 cookie=0x0, duration=133.156s, table=0, n_packets=86149, n_bytes=5694722, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.213,nw_dst=10.0.0.215,tp_src=5001,tp_dst=45534 actions=set_field:00:00:00:00:00:d7->eth_dst,output:10
 cookie=0x0, duration=133.156s, table=0, n_packets=138614, n_bytes=6591381868, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.212,nw_dst=10.0.1.210,tp_src=60494,tp_dst=5001 actions=set_field:00:00:00:00:01:d0->eth_dst,output:21
 cookie=0x0, duration=133.136s, table=0, n_packets=58538, n_bytes=3865808, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.210,nw_dst=10.0.0.212,tp_src=5001,tp_dst=60494 actions=set_field:00:00:00:00:00:d4->eth_dst,output:10
 cookie=0x0, duration=133.136s, table=0, n_packets=160219, n_bytes=7076905726, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.57,nw_dst=10.0.1.55,tp_src=37470,tp_dst=5001 actions=set_field:00:00:00:00:01:35->eth_dst,output:14
 cookie=0x0, duration=133.136s, table=0, n_packets=86798, n_bytes=5759592, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.55,nw_dst=10.0.0.57,tp_src=5001,tp_dst=37470 actions=set_field:00:00:00:00:00:39->eth_dst,output:4
 cookie=0x0, duration=133.136s, table=0, n_packets=144729, n_bytes=6493600090, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.216,nw_dst=10.0.1.214,tp_src=37094,tp_dst=5001 actions=set_field:00:00:00:00:01:d4->eth_dst,output:21
 cookie=0x0, duration=133.136s, table=0, n_packets=75546, n_bytes=5019132, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.214,nw_dst=10.0.0.216,tp_src=5001,tp_dst=37094 actions=set_field:00:00:00:00:00:d8->eth_dst,output:10
 cookie=0x0, duration=133.136s, table=0, n_packets=154074, n_bytes=6695524508, idle_timeout=15, priority=100,tcp,in_port=3,nw_src=10.0.0.46,nw_dst=10.0.1.44,tp_src=46866,tp_dst=5001 actions=set_field:00:00:00:00:01:2a->eth_dst,output:14
 cookie=0x0, duration=133.136s, table=0, n_packets=94429, n_bytes=6252898, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.44,nw_dst=10.0.0.46,tp_src=5001,tp_dst=46866 actions=set_field:00:00:00:00:00:2e->eth_dst,output:3
 cookie=0x0, duration=133.092s, table=0, n_packets=143341, n_bytes=6351194954, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.206,nw_dst=10.0.1.204,tp_src=52986,tp_dst=5001 actions=set_field:00:00:00:00:01:ca->eth_dst,output:21
 cookie=0x0, duration=133.092s, table=0, n_packets=64041, n_bytes=4235130, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.204,nw_dst=10.0.0.206,tp_src=5001,tp_dst=52986 actions=set_field:00:00:00:00:00:ce->eth_dst,output:10
 cookie=0x0, duration=133.092s, table=0, n_packets=152707, n_bytes=6900782638, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.92,nw_dst=10.0.1.90,tp_src=44750,tp_dst=5001 actions=set_field:00:00:00:00:01:58->eth_dst,output:16
 cookie=0x0, duration=133.062s, table=0, n_packets=85099, n_bytes=5622674, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.90,nw_dst=10.0.0.92,tp_src=5001,tp_dst=44750 actions=set_field:00:00:00:00:00:5c->eth_dst,output:5
 cookie=0x0, duration=133.034s, table=0, n_packets=138227, n_bytes=6386099854, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.64,nw_dst=10.0.1.62,tp_src=59594,tp_dst=5001 actions=set_field:00:00:00:00:01:3c->eth_dst,output:15
 cookie=0x0, duration=133.034s, table=0, n_packets=60289, n_bytes=3987470, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.62,nw_dst=10.0.0.64,tp_src=5001,tp_dst=59594 actions=set_field:00:00:00:00:00:40->eth_dst,output:4
 cookie=0x0, duration=133.033s, table=0, n_packets=140472, n_bytes=6303235096, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.248,nw_dst=10.0.1.246,tp_src=46896,tp_dst=5001 actions=set_field:00:00:00:00:01:f4->eth_dst,output:22
 cookie=0x0, duration=133.033s, table=0, n_packets=66619, n_bytes=4412558, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.246,nw_dst=10.0.0.248,tp_src=5001,tp_dst=46896 actions=set_field:00:00:00:00:00:f8->eth_dst,output:12
 cookie=0x0, duration=133.033s, table=0, n_packets=152770, n_bytes=6853967380, idle_timeout=15, priority=100,tcp,in_port=6,nw_src=10.0.0.110,nw_dst=10.0.1.108,tp_src=35818,tp_dst=5001 actions=set_field:00:00:00:00:01:6a->eth_dst,output:17
 cookie=0x0, duration=133.014s, table=0, n_packets=85598, n_bytes=5655536, idle_timeout=15, priority=100,tcp,in_port=17,nw_src=10.0.1.108,nw_dst=10.0.0.110,tp_src=5001,tp_dst=35818 actions=set_field:00:00:00:00:00:6e->eth_dst,output:6
 cookie=0x0, duration=133.013s, table=0, n_packets=157171, n_bytes=7098321934, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.59,nw_dst=10.0.1.57,tp_src=55800,tp_dst=5001 actions=set_field:00:00:00:00:01:37->eth_dst,output:14
 cookie=0x0, duration=133.013s, table=0, n_packets=95006, n_bytes=6271508, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.57,nw_dst=10.0.0.59,tp_src=5001,tp_dst=55800 actions=set_field:00:00:00:00:00:3b->eth_dst,output:4
 cookie=0x0, duration=132.985s, table=0, n_packets=136318, n_bytes=6275471412, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.252,nw_dst=10.0.1.250,tp_src=40672,tp_dst=5001 actions=set_field:00:00:00:00:01:f8->eth_dst,output:22
 cookie=0x0, duration=132.985s, table=0, n_packets=55518, n_bytes=3668036, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.250,nw_dst=10.0.0.252,tp_src=5001,tp_dst=40672 actions=set_field:00:00:00:00:00:fc->eth_dst,output:12
 cookie=0x0, duration=132.959s, table=0, n_packets=135400, n_bytes=6202701360, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.53,nw_dst=10.0.1.51,tp_src=39154,tp_dst=5001 actions=set_field:00:00:00:00:01:31->eth_dst,output:14
 cookie=0x0, duration=132.959s, table=0, n_packets=65157, n_bytes=4300766, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.51,nw_dst=10.0.0.53,tp_src=5001,tp_dst=39154 actions=set_field:00:00:00:00:00:35->eth_dst,output:4
 cookie=0x0, duration=132.959s, table=0, n_packets=147045, n_bytes=6481759410, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.244,nw_dst=10.0.1.242,tp_src=59834,tp_dst=5001 actions=set_field:00:00:00:00:01:f0->eth_dst,output:22
 cookie=0x0, duration=132.959s, table=0, n_packets=85497, n_bytes=5660834, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.242,nw_dst=10.0.0.244,tp_src=5001,tp_dst=59834 actions=set_field:00:00:00:00:00:f4->eth_dst,output:12
 cookie=0x0, duration=132.943s, table=0, n_packets=153466, n_bytes=6587113964, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.151,nw_dst=10.0.1.149,tp_src=46100,tp_dst=5001 actions=set_field:00:00:00:00:01:93->eth_dst,output:18
 cookie=0x0, duration=132.943s, table=0, n_packets=85124, n_bytes=5648680, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.149,nw_dst=10.0.0.151,tp_src=5001,tp_dst=46100 actions=set_field:00:00:00:00:00:97->eth_dst,output:8
 cookie=0x0, duration=132.943s, table=0, n_packets=144901, n_bytes=6381655226, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.251,nw_dst=10.0.1.249,tp_src=44566,tp_dst=5001 actions=set_field:00:00:00:00:01:f7->eth_dst,output:22
 cookie=0x0, duration=132.943s, table=0, n_packets=68471, n_bytes=4537382, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.249,nw_dst=10.0.0.251,tp_src=5001,tp_dst=44566 actions=set_field:00:00:00:00:00:fb->eth_dst,output:12
 cookie=0x0, duration=132.942s, table=0, n_packets=153515, n_bytes=6923678486, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.58,nw_dst=10.0.1.56,tp_src=49904,tp_dst=5001 actions=set_field:00:00:00:00:01:36->eth_dst,output:14
 cookie=0x0, duration=132.942s, table=0, n_packets=86910, n_bytes=5748072, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.56,nw_dst=10.0.0.58,tp_src=5001,tp_dst=49904 actions=set_field:00:00:00:00:00:3a->eth_dst,output:4
 cookie=0x0, duration=132.919s, table=0, n_packets=154696, n_bytes=6866832040, idle_timeout=15, priority=100,tcp,in_port=7,nw_src=10.0.0.133,nw_dst=10.0.1.131,tp_src=58674,tp_dst=5001 actions=set_field:00:00:00:00:01:81->eth_dst,output:18
 cookie=0x0, duration=132.919s, table=0, n_packets=86130, n_bytes=5709728, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.131,nw_dst=10.0.0.133,tp_src=5001,tp_dst=58674 actions=set_field:00:00:00:00:00:85->eth_dst,output:7
 cookie=0x0, duration=132.918s, table=0, n_packets=153377, n_bytes=6632419458, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.213,nw_dst=10.0.1.211,tp_src=43022,tp_dst=5001 actions=set_field:00:00:00:00:01:d1->eth_dst,output:21
 cookie=0x0, duration=132.918s, table=0, n_packets=77049, n_bytes=5128842, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.211,nw_dst=10.0.0.213,tp_src=5001,tp_dst=43022 actions=set_field:00:00:00:00:00:d5->eth_dst,output:10
 cookie=0x0, duration=132.918s, table=0, n_packets=143044, n_bytes=6462708032, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.250,nw_dst=10.0.1.248,tp_src=42616,tp_dst=5001 actions=set_field:00:00:00:00:01:f6->eth_dst,output:22
 cookie=0x0, duration=132.918s, table=0, n_packets=67644, n_bytes=4472800, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.248,nw_dst=10.0.0.250,tp_src=5001,tp_dst=42616 actions=set_field:00:00:00:00:00:fa->eth_dst,output:12
 cookie=0x0, duration=132.890s, table=0, n_packets=118254, n_bytes=5608122884, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.205,nw_dst=10.0.1.203,tp_src=59210,tp_dst=5001 actions=set_field:00:00:00:00:01:c9->eth_dst,output:21
 cookie=0x0, duration=132.890s, table=0, n_packets=41551, n_bytes=2753710, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.203,nw_dst=10.0.0.205,tp_src=5001,tp_dst=59210 actions=set_field:00:00:00:00:00:cd->eth_dst,output:10
 cookie=0x0, duration=132.859s, table=0, n_packets=162379, n_bytes=7430907382, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.56,nw_dst=10.0.1.54,tp_src=57642,tp_dst=5001 actions=set_field:00:00:00:00:01:34->eth_dst,output:14
 cookie=0x0, duration=132.859s, table=0, n_packets=93868, n_bytes=6202072, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.54,nw_dst=10.0.0.56,tp_src=5001,tp_dst=57642 actions=set_field:00:00:00:00:00:38->eth_dst,output:4
 cookie=0x0, duration=131.769s, table=0, n_packets=145098, n_bytes=6492024284, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.4,nw_dst=10.0.1.2,tp_src=40800,tp_dst=5001 actions=set_field:00:00:00:00:01:00->eth_dst,output:12
 cookie=0x0, duration=131.769s, table=0, n_packets=75056, n_bytes=4958568, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.2,nw_dst=10.0.0.4,tp_src=5001,tp_dst=40800 actions=set_field:00:00:00:00:00:04->eth_dst,output:2
 cookie=0x0, duration=131.698s, table=0, n_packets=147143, n_bytes=6281428062, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.194,nw_dst=10.0.1.192,tp_src=44614,tp_dst=5001 actions=set_field:00:00:00:00:01:be->eth_dst,output:20
 cookie=0x0, duration=131.698s, table=0, n_packets=61094, n_bytes=4061684, idle_timeout=15, priority=100,tcp,in_port=20,nw_src=10.0.1.192,nw_dst=10.0.0.194,tp_src=5001,tp_dst=44614 actions=set_field:00:00:00:00:00:c2->eth_dst,output:10
 cookie=0x0, duration=131.659s, table=0, n_packets=141589, n_bytes=6359503130, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.2,nw_dst=10.0.0.254,tp_src=35724,tp_dst=5001 actions=set_field:00:00:00:00:00:fe->eth_dst,output:12
 cookie=0x0, duration=131.659s, table=0, n_packets=67917, n_bytes=4485418, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.254,nw_dst=10.0.0.2,tp_src=5001,tp_dst=35724 actions=set_field:00:00:00:00:00:02->eth_dst,output:2
 cookie=0x0, duration=131.614s, table=0, n_packets=134163, n_bytes=6136606862, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.193,nw_dst=10.0.1.191,tp_src=35940,tp_dst=5001 actions=set_field:00:00:00:00:01:bd->eth_dst,output:20
 cookie=0x0, duration=131.614s, table=0, n_packets=63006, n_bytes=4167836, idle_timeout=15, priority=100,tcp,in_port=20,nw_src=10.0.1.191,nw_dst=10.0.0.193,tp_src=5001,tp_dst=35940 actions=set_field:00:00:00:00:00:c1->eth_dst,output:10
 cookie=0x0, duration=131.463s, table=0, n_packets=135668, n_bytes=6151793360, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.0.50,nw_dst=10.0.1.48,tp_src=56658,tp_dst=5001 actions=set_field:00:00:00:00:01:2e->eth_dst,output:14
 cookie=0x0, duration=131.463s, table=0, n_packets=66160, n_bytes=4380148, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.48,nw_dst=10.0.0.50,tp_src=5001,tp_dst=56658 actions=set_field:00:00:00:00:00:32->eth_dst,output:4
 cookie=0x0, duration=131.445s, table=0, n_packets=150688, n_bytes=6725098440, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.0.242,nw_dst=10.0.1.240,tp_src=48534,tp_dst=5001 actions=set_field:00:00:00:00:01:ee->eth_dst,output:22
 cookie=0x0, duration=131.445s, table=0, n_packets=84053, n_bytes=5567606, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.240,nw_dst=10.0.0.242,tp_src=5001,tp_dst=48534 actions=set_field:00:00:00:00:00:f2->eth_dst,output:12
 cookie=0x0, duration=131.395s, table=0, n_packets=142650, n_bytes=6282685444, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.0.76,nw_dst=10.0.1.74,tp_src=46198,tp_dst=5001 actions=set_field:00:00:00:00:01:48->eth_dst,output:15
 cookie=0x0, duration=131.395s, table=0, n_packets=72687, n_bytes=4851306, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.74,nw_dst=10.0.0.76,tp_src=5001,tp_dst=46198 actions=set_field:00:00:00:00:00:4c->eth_dst,output:5
 cookie=0x0, duration=131.359s, table=0, n_packets=134796, n_bytes=6191868584, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.3,nw_dst=10.0.1.1,tp_src=48250,tp_dst=5001 actions=set_field:00:00:00:00:00:ff->eth_dst,output:12
 cookie=0x0, duration=131.359s, table=0, n_packets=61106, n_bytes=4036120, idle_timeout=15, priority=100,tcp,in_port=12,nw_src=10.0.1.1,nw_dst=10.0.0.3,tp_src=5001,tp_dst=48250 actions=set_field:00:00:00:00:00:03->eth_dst,output:2
