=== OVS Snapshot: post_udp @ 2026-04-19T23:49:30,432838510-07:00 ===
--- agg1 ---
OFPST_FLOW reply (OF1.3) (xid=0x2): flags=[more]
 cookie=0x0, duration=8609.533s, table=0, n_packets=6307, n_bytes=378420, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=14.137s, table=0, n_packets=1, n_bytes=1512, idle_timeout=15, priority=100,udp,in_port=12,nw_src=10.0.0.253,nw_dst=10.0.0.1,tp_src=5001,tp_dst=38193 actions=set_field:00:00:00:00:00:01->eth_dst,output:2
 cookie=0x0, duration=13.994s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.12,nw_dst=10.0.0.14,tp_src=5001,tp_dst=36916 actions=set_field:00:00:00:00:00:0e->eth_dst,output:2
 cookie=0x0, duration=13.994s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.14,nw_dst=10.0.1.12,tp_src=36916,tp_dst=5001 actions=set_field:00:00:00:00:01:0a->eth_dst,output:13
 cookie=0x0, duration=13.988s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.11,nw_dst=10.0.0.13,tp_src=5001,tp_dst=47018 actions=set_field:00:00:00:00:00:0d->eth_dst,output:2
 cookie=0x0, duration=13.988s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.13,nw_dst=10.0.1.11,tp_src=47018,tp_dst=5001 actions=set_field:00:00:00:00:01:09->eth_dst,output:13
 cookie=0x0, duration=13.982s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.13,nw_dst=10.0.0.15,tp_src=5001,tp_dst=53829 actions=set_field:00:00:00:00:00:0f->eth_dst,output:2
 cookie=0x0, duration=13.982s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.15,nw_dst=10.0.1.13,tp_src=53829,tp_dst=5001 actions=set_field:00:00:00:00:01:0b->eth_dst,output:13
 cookie=0x0, duration=13.965s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.14,nw_dst=10.0.0.16,tp_src=5001,tp_dst=47952 actions=set_field:00:00:00:00:00:10->eth_dst,output:2
 cookie=0x0, duration=13.965s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.16,nw_dst=10.0.1.14,tp_src=47952,tp_dst=5001 actions=set_field:00:00:00:00:01:0c->eth_dst,output:13
 cookie=0x0, duration=13.956s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.15,nw_dst=10.0.0.17,tp_src=5001,tp_dst=44404 actions=set_field:00:00:00:00:00:11->eth_dst,output:2
 cookie=0x0, duration=13.956s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.17,nw_dst=10.0.1.15,tp_src=44404,tp_dst=5001 actions=set_field:00:00:00:00:01:0d->eth_dst,output:13
 cookie=0x0, duration=13.945s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.16,nw_dst=10.0.0.18,tp_src=5001,tp_dst=41474 actions=set_field:00:00:00:00:00:12->eth_dst,output:2
 cookie=0x0, duration=13.945s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.18,nw_dst=10.0.1.16,tp_src=41474,tp_dst=5001 actions=set_field:00:00:00:00:01:0e->eth_dst,output:13
 cookie=0x0, duration=13.938s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.17,nw_dst=10.0.0.19,tp_src=5001,tp_dst=57979 actions=set_field:00:00:00:00:00:13->eth_dst,output:2
 cookie=0x0, duration=13.938s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.19,nw_dst=10.0.1.17,tp_src=57979,tp_dst=5001 actions=set_field:00:00:00:00:01:0f->eth_dst,output:13
 cookie=0x0, duration=13.930s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.18,nw_dst=10.0.0.20,tp_src=5001,tp_dst=53510 actions=set_field:00:00:00:00:00:14->eth_dst,output:2
 cookie=0x0, duration=13.930s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.20,nw_dst=10.0.1.18,tp_src=53510,tp_dst=5001 actions=set_field:00:00:00:00:01:10->eth_dst,output:13
 cookie=0x0, duration=13.915s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.19,nw_dst=10.0.0.21,tp_src=5001,tp_dst=41645 actions=set_field:00:00:00:00:00:15->eth_dst,output:2
 cookie=0x0, duration=13.915s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.21,nw_dst=10.0.1.19,tp_src=41645,tp_dst=5001 actions=set_field:00:00:00:00:01:11->eth_dst,output:13
 cookie=0x0, duration=13.893s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.20,nw_dst=10.0.0.22,tp_src=5001,tp_dst=58325 actions=set_field:00:00:00:00:00:16->eth_dst,output:2
 cookie=0x0, duration=13.893s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.22,nw_dst=10.0.1.20,tp_src=58325,tp_dst=5001 actions=set_field:00:00:00:00:01:12->eth_dst,output:13
 cookie=0x0, duration=13.882s, table=0, n_packets=1, n_bytes=1512, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.22,nw_dst=10.0.0.24,tp_src=5001,tp_dst=50186 actions=set_field:00:00:00:00:00:18->eth_dst,output:2
 cookie=0x0, duration=13.882s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.24,nw_dst=10.0.1.22,tp_src=50186,tp_dst=5001 actions=set_field:00:00:00:00:01:14->eth_dst,output:13
 cookie=0x0, duration=13.880s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.21,nw_dst=10.0.0.23,tp_src=5001,tp_dst=52433 actions=set_field:00:00:00:00:00:17->eth_dst,output:2
 cookie=0x0, duration=13.880s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=2,nw_src=10.0.0.23,nw_dst=10.0.1.21,tp_src=52433,tp_dst=5001 actions=set_field:00:00:00:00:01:13->eth_dst,output:13
 cookie=0x0, duration=13.860s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.24,nw_dst=10.0.0.26,tp_src=5001,tp_dst=54142 actions=set_field:00:00:00:00:00:1a->eth_dst,output:3
 cookie=0x0, duration=13.860s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.26,nw_dst=10.0.1.24,tp_src=54142,tp_dst=5001 actions=set_field:00:00:00:00:01:16->eth_dst,output:13
 cookie=0x0, duration=13.858s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.23,nw_dst=10.0.0.25,tp_src=5001,tp_dst=46643 actions=set_field:00:00:00:00:00:19->eth_dst,output:3
 cookie=0x0, duration=13.858s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.25,nw_dst=10.0.1.23,tp_src=46643,tp_dst=5001 actions=set_field:00:00:00:00:01:15->eth_dst,output:13
 cookie=0x0, duration=13.850s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.25,nw_dst=10.0.0.27,tp_src=5001,tp_dst=41945 actions=set_field:00:00:00:00:00:1b->eth_dst,output:3
 cookie=0x0, duration=13.850s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.27,nw_dst=10.0.1.25,tp_src=41945,tp_dst=5001 actions=set_field:00:00:00:00:01:17->eth_dst,output:13
 cookie=0x0, duration=13.824s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.26,nw_dst=10.0.0.28,tp_src=5001,tp_dst=43586 actions=set_field:00:00:00:00:00:1c->eth_dst,output:3
 cookie=0x0, duration=13.824s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.28,nw_dst=10.0.1.26,tp_src=43586,tp_dst=5001 actions=set_field:00:00:00:00:01:18->eth_dst,output:13
 cookie=0x0, duration=13.818s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.27,nw_dst=10.0.0.29,tp_src=5001,tp_dst=60811 actions=set_field:00:00:00:00:00:1d->eth_dst,output:3
 cookie=0x0, duration=13.818s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.29,nw_dst=10.0.1.27,tp_src=60811,tp_dst=5001 actions=set_field:00:00:00:00:01:19->eth_dst,output:13
 cookie=0x0, duration=13.805s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.29,nw_dst=10.0.0.31,tp_src=5001,tp_dst=53106 actions=set_field:00:00:00:00:00:1f->eth_dst,output:3
 cookie=0x0, duration=13.805s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.31,nw_dst=10.0.1.29,tp_src=53106,tp_dst=5001 actions=set_field:00:00:00:00:01:1b->eth_dst,output:13
 cookie=0x0, duration=13.805s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.28,nw_dst=10.0.0.30,tp_src=5001,tp_dst=56070 actions=set_field:00:00:00:00:00:1e->eth_dst,output:3
 cookie=0x0, duration=13.805s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.30,nw_dst=10.0.1.28,tp_src=56070,tp_dst=5001 actions=set_field:00:00:00:00:01:1a->eth_dst,output:13
 cookie=0x0, duration=13.786s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.30,nw_dst=10.0.0.32,tp_src=5001,tp_dst=55734 actions=set_field:00:00:00:00:00:20->eth_dst,output:3
 cookie=0x0, duration=13.786s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.32,nw_dst=10.0.1.30,tp_src=55734,tp_dst=5001 actions=set_field:00:00:00:00:01:1c->eth_dst,output:13
 cookie=0x0, duration=13.780s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.31,nw_dst=10.0.0.33,tp_src=5001,tp_dst=55852 actions=set_field:00:00:00:00:00:21->eth_dst,output:3
 cookie=0x0, duration=13.780s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.33,nw_dst=10.0.1.31,tp_src=55852,tp_dst=5001 actions=set_field:00:00:00:00:01:1d->eth_dst,output:13
 cookie=0x0, duration=13.766s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.32,nw_dst=10.0.0.34,tp_src=5001,tp_dst=40515 actions=set_field:00:00:00:00:00:22->eth_dst,output:3
 cookie=0x0, duration=13.766s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.34,nw_dst=10.0.1.32,tp_src=40515,tp_dst=5001 actions=set_field:00:00:00:00:01:1e->eth_dst,output:13
 cookie=0x0, duration=13.746s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.33,nw_dst=10.0.0.35,tp_src=5001,tp_dst=36683 actions=set_field:00:00:00:00:00:23->eth_dst,output:3
 cookie=0x0, duration=13.746s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.35,nw_dst=10.0.1.33,tp_src=36683,tp_dst=5001 actions=set_field:00:00:00:00:01:1f->eth_dst,output:13
 cookie=0x0, duration=13.743s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.34,nw_dst=10.0.0.36,tp_src=5001,tp_dst=46105 actions=set_field:00:00:00:00:00:24->eth_dst,output:3
 cookie=0x0, duration=13.743s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.36,nw_dst=10.0.1.34,tp_src=46105,tp_dst=5001 actions=set_field:00:00:00:00:01:20->eth_dst,output:13
 cookie=0x0, duration=13.729s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.35,nw_dst=10.0.0.37,tp_src=5001,tp_dst=42088 actions=set_field:00:00:00:00:00:25->eth_dst,output:3
 cookie=0x0, duration=13.729s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.37,nw_dst=10.0.1.35,tp_src=42088,tp_dst=5001 actions=set_field:00:00:00:00:01:21->eth_dst,output:14
 cookie=0x0, duration=13.719s, table=0, n_packets=1, n_bytes=1512, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.36,nw_dst=10.0.0.38,tp_src=5001,tp_dst=57790 actions=set_field:00:00:00:00:00:26->eth_dst,output:3
 cookie=0x0, duration=13.719s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.38,nw_dst=10.0.1.36,tp_src=57790,tp_dst=5001 actions=set_field:00:00:00:00:01:22->eth_dst,output:14
 cookie=0x0, duration=13.699s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.37,nw_dst=10.0.0.39,tp_src=5001,tp_dst=35970 actions=set_field:00:00:00:00:00:27->eth_dst,output:3
 cookie=0x0, duration=13.699s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.39,nw_dst=10.0.1.37,tp_src=35970,tp_dst=5001 actions=set_field:00:00:00:00:01:23->eth_dst,output:14
 cookie=0x0, duration=13.696s, table=0, n_packets=1, n_bytes=1512, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.38,nw_dst=10.0.0.40,tp_src=5001,tp_dst=50383 actions=set_field:00:00:00:00:00:28->eth_dst,output:3
 cookie=0x0, duration=13.696s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.40,nw_dst=10.0.1.38,tp_src=50383,tp_dst=5001 actions=set_field:00:00:00:00:01:24->eth_dst,output:14
 cookie=0x0, duration=13.671s, table=0, n_packets=1, n_bytes=1512, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.39,nw_dst=10.0.0.41,tp_src=5001,tp_dst=35508 actions=set_field:00:00:00:00:00:29->eth_dst,output:3
 cookie=0x0, duration=13.671s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.41,nw_dst=10.0.1.39,tp_src=35508,tp_dst=5001 actions=set_field:00:00:00:00:01:25->eth_dst,output:14
 cookie=0x0, duration=13.666s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.40,nw_dst=10.0.0.42,tp_src=5001,tp_dst=35769 actions=set_field:00:00:00:00:00:2a->eth_dst,output:3
 cookie=0x0, duration=13.666s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.42,nw_dst=10.0.1.40,tp_src=35769,tp_dst=5001 actions=set_field:00:00:00:00:01:26->eth_dst,output:14
 cookie=0x0, duration=13.647s, table=0, n_packets=1, n_bytes=1512, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.41,nw_dst=10.0.0.43,tp_src=5001,tp_dst=47807 actions=set_field:00:00:00:00:00:2b->eth_dst,output:3
 cookie=0x0, duration=13.647s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.43,nw_dst=10.0.1.41,tp_src=47807,tp_dst=5001 actions=set_field:00:00:00:00:01:27->eth_dst,output:14
 cookie=0x0, duration=13.636s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.42,nw_dst=10.0.0.44,tp_src=5001,tp_dst=47193 actions=set_field:00:00:00:00:00:2c->eth_dst,output:3
 cookie=0x0, duration=13.636s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.44,nw_dst=10.0.1.42,tp_src=47193,tp_dst=5001 actions=set_field:00:00:00:00:01:28->eth_dst,output:14
 cookie=0x0, duration=13.635s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.43,nw_dst=10.0.0.45,tp_src=5001,tp_dst=43325 actions=set_field:00:00:00:00:00:2d->eth_dst,output:3
 cookie=0x0, duration=13.635s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.45,nw_dst=10.0.1.43,tp_src=43325,tp_dst=5001 actions=set_field:00:00:00:00:01:29->eth_dst,output:14
 cookie=0x0, duration=13.634s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.44,nw_dst=10.0.0.46,tp_src=5001,tp_dst=42020 actions=set_field:00:00:00:00:00:2e->eth_dst,output:3
 cookie=0x0, duration=13.634s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.46,nw_dst=10.0.1.44,tp_src=42020,tp_dst=5001 actions=set_field:00:00:00:00:01:2a->eth_dst,output:14
 cookie=0x0, duration=13.608s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.45,nw_dst=10.0.0.47,tp_src=5001,tp_dst=46924 actions=set_field:00:00:00:00:00:2f->eth_dst,output:3
 cookie=0x0, duration=13.608s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.47,nw_dst=10.0.1.45,tp_src=46924,tp_dst=5001 actions=set_field:00:00:00:00:01:2b->eth_dst,output:14
 cookie=0x0, duration=13.597s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.47,nw_dst=10.0.0.49,tp_src=5001,tp_dst=36435 actions=set_field:00:00:00:00:00:31->eth_dst,output:4
 cookie=0x0, duration=13.597s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=4,nw_src=10.0.0.49,nw_dst=10.0.1.47,tp_src=36435,tp_dst=5001 actions=set_field:00:00:00:00:01:2d->eth_dst,output:14
 cookie=0x0, duration=13.596s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.46,nw_dst=10.0.0.48,tp_src=5001,tp_dst=42643 actions=set_field:00:00:00:00:00:30->eth_dst,output:3
 cookie=0x0, duration=13.596s, table=0, n_packets=1045, n_bytes=1580040, idle_timeout=15, priority=100,udp,in_port=3,nw_src=10.0.0.48,nw_dst=10.0.1.46,tp_src=42643,tp_dst=5001 actions=set_field:00:00:00:00:01:2c->eth_dst,output:14
 cookie=0x0, duration=13.589s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,udp,in_port=14,nw_src=10.0.1.48,nw_dst=10.0.0.50,tp_src=5001,tp_dst=42133 actions=set_field:00:00:00:00:00:32->eth_dst,output:4
 cookie=0x0, duration=13.589s, table=0, n_packets=1046, n_bytes=1581552, idle_timeout=15, priority=100,udp,in_port=4,nw_src=10.0.0.50,nw_dst=10.0.1.48,tp_src=42133,tp_dst=5001 actions=set_field:00:00:00:00:01:2e->eth_dst,output:14
